1ÿ






88,48,388,1888,736,128,2949

88,128,48,1092,1444,128,3430

88,132,4,532,176,88,3243

104,104,60,60,60,60,5000

96,140,96,4,4,140,5000

96,140,96,4,56,184,5000

100,140,8,8,140,188,5000

96,140,48,140,140,184,5000

100,144,100,144,144,188,5000

176,176,136,176,176,224,5000

264,264,180,264,264,352,5000

300,256,216,256,300,344,5000

336,296,212,296,336,428,2519

492,408,284,408,452,540,2445

580,536,372,496,536,580,2388

792,652,444,608,608,608,2232

1000,860,608,772,772,732,2222

1204,1072,768,976,936,852,2204

1408,1320,928,1232,1140,1016,2238

1552,1508,1136,1508,1424,1216,2384

1760,1716,1340,1716,1672,1424,2451

1832,1832,1412,1880,1792,1496,2475

1908,1908,1452,1956,1868,1536,2485

1956,1956,1500,2000,1912,1620,2498

1996,1952,1532,2000,1996,1656,2500

1996,1956,1540,2000,1996,1624,2500

1996,1996,1536,2000,1996,1656,2500

1996,1996,1540,2000,2000,1664,2500

1992,1992,1532,2000,1992,1656,2500

1952,1952,1540,2000,1996,1620,2500

1956,1956,1496,2000,2000,1624,2500

1952,1952,1496,2000,1952,1620,2500

1872,1832,1500,2000,1960,1624,2500

1872,1916,1412,1960,1960,1616,2497

1832,1876,1460,1964,1920,1544,2498

1748,1792,1372,1964,1920,1576,2498

1672,1712,1344,1884,1884,1544,2486

1588,1672,1336,1844,1844,1544,2476

1544,1628,1256,1800,1800,1460,2463

1468,1592,1256,1812,1680,1376,2441

1384,1552,1256,1728,1552,1256,2405

1300,1480,1176,1612,1436,1136,2390

1180,1396,1180,1528,1268,1016,2371

932,1108,1064,1380,1064,808,2346

692,816,996,1348,860,604,2368

408,452,752,1424,580,408,2466

168,168,692,1620,212,128,2406

44,88,780,1364,128,128,2497

88,128,1224,1092,128,128,2381

88,388,1760,560,168,168,2060

128,252,1396,948,168,168,2334

48,128,1096,868,128,128,2435

88,824,1536,216,128,128,1776

88,1184,740,172,128,172,1558

48,216,1356,996,128,128,2185

48,172,1004,1136,128,128,2370

88,1188,604,172,128,128,1625

88,1488,1304,172,128,172,1590

84,424,900,768,128,128,2024

84,340,1756,776,128,128,2219

92,1580,1144,92,92,136,1445

132,1584,740,88,88,132,1352

88,868,956,128,88,128,1571

84,644,1276,128,84,128,1741

88,1552,396,88,88,128,1365

128,1904,172,88,128,172,1025

44,1092,1048,88,88,128,1515

8,1532,1008,88,88,132,1500

8,1656,188,56,56,56,1189

56,1868,276,96,96,96,1159

8,1316,1140,88,88,88,1465

8,1368,872,88,88,132,1489

48,1364,560,128,128,128,1378

96,876,744,220,176,176,1619

48,1316,776,128,128,128,1572

88,1228,736,172,128,172,1598

84,596,1224,292,168,208,1993

84,1492,948,212,124,168,1644

88,1384,1472,468,168,168,1789

88,804,2000,2000,548,212,2353

48,584,1668,2000,1064,172,2684

88,296,1640,2000,892,128,2725

48,304,1480,1832,220,92,2441

48,128,944,2000,644,128,2727

44,88,768,2000,940,136,2968

48,88,1048,1932,216,132,2590

44,88,600,2000,556,168,2692

44,88,508,1664,552,168,2945

44,128,1132,1444,168,168,2595

48,88,820,2000,300,172,2586

48,88,88,1092,1888,216,3525

48,88,88,816,2000,256,3820

48,88,128,1396,1308,172,3572

44,88,88,732,1800,216,3721

48,88,88,656,1764,216,3795

48,96,136,1452,1008,180,3530

48,88,88,868,1228,172,3687

48,92,48,744,1284,132,3665

48,88,88,1136,1312,132,3583

48,88,88,1008,1408,132,3606

44,88,88,952,1620,128,3628

48,88,132,1712,1136,132,3439

48,88,132,1136,1444,132,3491

44,88,172,1492,1004,128,3353

44,88,424,1972,512,128,2964

88,88,172,1620,1304,172,3322

96,96,264,1848,868,136,3344

48,128,736,1672,256,128,2660

44,88,692,2000,220,128,2661

48,88,216,2000,912,132,3137

48,88,264,2000,952,132,3226

44,88,824,1936,212,128,2629

48,88,868,1760,216,132,2638

48,88,340,2000,908,128,3063

88,88,344,1848,736,132,3171

88,88,948,2000,172,128,2565

128,88,996,1976,216,128,2473

176,136,176,1452,824,176,3052

216,216,132,216,176,176,5000

272,272,8,96,140,272,5000

308,8,56,220,264,352,5000

300,212,172,256,300,344,5000

296,256,212,256,296,384,5000

380,328,248,328,328,424,2460

412,368,248,368,368,456,2408

544,456,324,412,412,456,2260

868,736,528,692,692,648,2227

1192,1148,852,1104,1104,972,2292

1508,1464,1136,1508,1464,1256,2384

1676,1676,1296,1764,1720,1384,2441

1836,1788,1372,1880,1836,1496,2473

1920,1876,1424,1964,1920,1584,2498

2000,1956,1496,2000,2000,1660,2500

2000,1992,1540,2000,2000,1660,2500

2000,2000,1540,2000,2000,1704,2500

2000,2000,1532,2000,2000,1696,2500

2000,1908,1540,2000,2000,1704,2500

2000,1992,1532,2000,2000,1656,2500

2000,1956,1504,2000,2000,1664,2500

1996,1952,1452,1996,1996,1616,2500

2000,1916,1460,2000,1956,1624,2500

1960,1876,1416,1960,1960,1620,2500

1960,1876,1420,1960,1916,1624,2500

1916,1872,1416,1960,1916,1624,2500

1868,1824,1416,1956,1912,1660,2500

1792,1752,1376,1924,1880,1584,2500

1664,1664,1296,1844,1844,1620,2500

1544,1544,1212,1804,1804,1544,2488

1380,1380,1136,1684,1684,1468,2467

1184,1228,1096,1612,1612,1352,2483

1016,1056,1016,1532,1488,1184,2552

764,844,884,1416,1284,1028,2608

532,572,740,1356,1092,784,2709

244,284,492,1424,796,492,2850

48,88,300,1768,384,128,2990

44,44,784,1368,136,136,2581

88,128,1048,1356,172,172,2625

132,132,516,2000,384,216,2834

48,88,696,1144,172,128,2648

88,88,868,1184,128,128,2493

48,88,604,2000,216,132,2580

88,88,736,2000,172,128,2636

84,168,1440,1132,124,124,2337

88,212,1356,1444,128,128,2305

88,88,912,2000,260,132,2566

84,128,820,2000,252,128,2684

88,340,1488,728,128,128,2221

88,604,1400,424,128,128,1838

88,212,1092,944,128,128,2235

88,212,1096,780,128,128,2310

44,1184,1140,136,92,136,1592

84,1276,608,84,84,128,1383

88,824,1052,176,128,128,1585

4,964,876,136,96,136,1643

8,2000,224,88,132,132,1226

136,1468,52,52,136,136,1144

52,1692,356,96,96,96,1195

48,1272,956,128,128,128,1506

48,1768,524,88,88,132,1417

92,1900,352,92,136,136,1248

84,956,780,168,128,168,1533

56,1380,576,136,136,136,1451

128,1992,128,88,128,128,1065

176,1944,124,124,124,124,999

48,1588,476,128,128,128,1295

48,1548,656,132,88,88,1433

424,2000,948,128,84,84,1365

172,2000,1564,472,88,128,1528

56,1828,1124,1124,96,96,1850

48,1656,1384,600,88,128,1766

8,1024,1684,1464,128,128,1996

48,380,1864,1996,212,168,2419

48,988,1216,680,128,128,1857

48,216,1048,1312,128,128,2292

48,172,1308,1264,172,132,2464

48,820,1528,384,128,128,1857

52,348,1584,820,136,136,2099

48,300,1532,824,128,128,2207

48,1140,1404,220,136,136,1641

48,556,1448,424,128,128,1777

88,260,1232,736,128,128,2168

48,428,1364,340,128,128,2011

84,216,1320,648,124,124,2120

88,88,384,1408,296,172,2745

88,88,436,1548,304,128,2883

44,128,772,1664,168,128,2634

44,88,564,1892,296,128,2701

44,88,256,1752,816,128,3209

48,88,344,2000,736,132,3093

56,96,348,2000,696,136,3058

84,84,128,1088,1528,172,3526

92,92,136,1356,1400,176,3526

88,128,640,1932,340,168,2766

88,88,392,1896,520,132,2852

48,88,300,1936,688,128,3058

48,88,868,2000,264,132,2665

48,88,644,1892,384,128,2690

44,88,388,2000,692,128,3019

88,88,600,1624,340,128,2750

88,48,428,2000,648,132,2912

84,128,44,1404,688,128,3452

100,144,8,56,56,100,5000

100,144,8,56,56,144,5000

100,140,8,56,140,188,5000

96,4,56,96,140,140,5000

92,92,52,136,136,136,5000

96,96,96,140,140,140,5000

96,136,96,136,136,136,5000

136,136,96,136,180,180,5000

176,176,136,176,176,220,5000

96,96,48,96,140,140,5000

96,96,48,96,140,140,5000

56,100,56,100,100,144,5000

96,96,96,140,140,140,5000

180,180,140,180,228,272,5000

216,216,132,216,216,260,5000

224,224,136,224,224,268,5000

460,372,248,328,328,372,2174

828,740,532,696,696,696,2240

1232,1144,888,1144,1144,1060,2322

1640,1552,1220,1596,1552,1344,2429

1836,1748,1412,1836,1792,1536,2476

1960,1872,1460,1960,1916,1580,2496

2000,1952,1540,1996,1952,1620,2500

2000,1996,1576,2000,1996,1696,2500

2000,1992,1540,2000,2000,1700,2500

2000,2000,1536,2000,2000,1700,2500

2000,1952,1540,2000,1996,1704,2500

2000,1912,1496,1996,1996,1656,2500

2000,1912,1500,2000,1956,1664,2500

1956,1872,1452,1956,1912,1664,2500

1868,1824,1452,1956,1912,1616,2500

1748,1748,1372,1924,1880,1584,2500

1536,1624,1292,1848,1796,1536,2486

1300,1388,1136,1692,1692,1476,2478

1096,1180,1056,1564,1608,1392,2531

1016,1100,1016,1576,1576,1316,2578

968,1100,1020,1576,1532,1272,2564

972,1060,1016,1532,1488,1188,2577

812,892,936,1460,1416,1112,2646

604,644,728,1340,1340,996,2780

364,408,536,1232,1232,792,2994

164,208,248,1036,1168,460,3287

48,88,88,1180,1312,132,3539

92,92,780,1892,220,132,2733

52,92,744,1680,136,136,2560

44,88,388,1368,388,136,2807

44,88,556,2000,256,128,2831

44,128,996,1180,128,128,2415

48,172,1396,1176,128,128,2349

84,84,564,2000,260,128,2643

84,84,728,2000,256,128,2724

84,252,1088,1176,128,128,2354

88,296,908,1048,128,128,2193

84,124,864,2000,168,124,2553

88,128,1004,1356,128,128,2566

88,300,1540,648,128,128,2188

84,168,944,1004,128,128,2246

88,128,652,1408,128,128,2547

8,144,1012,880,96,144,2345

8,56,1104,1104,56,56,2471

4,4,796,1240,56,56,2425

8,48,788,1320,92,92,2507

8,312,1472,396,100,100,2115

56,220,1196,436,136,136,2018

48,88,868,1228,132,132,2444

44,84,816,1272,172,128,2551

8,216,1320,472,128,128,2182

8,220,1240,436,136,136,2065

8,88,952,1976,256,132,2577

48,88,984,2000,940,172,2945

48,420,1204,1956,756,172,2651

48,128,980,2000,2000,256,3006

48,48,504,1944,2000,588,3400

48,48,472,1868,2000,256,3268

44,88,88,1072,2000,1024,3861

56,100,56,484,2000,1664,4344

48,48,48,996,2000,344,3768

48,48,48,304,2000,1352,4222

52,52,52,180,2000,1400,4437

48,48,48,516,2000,344,3975

48,88,48,264,1544,740,4116

48,92,48,216,2000,828,4297

48,88,48,524,2000,264,3872

48,92,48,260,1808,432,4016

48,88,48,216,1592,480,4147

48,88,88,648,1888,172,3789

48,88,48,304,1948,260,3950

52,92,52,264,1944,308,4020

44,88,44,432,1544,172,3860

56,100,56,276,1956,224,3949

56,100,56,224,1644,224,4021

44,88,44,260,1640,216,3972

56,96,56,268,1776,184,3948

52,96,52,308,2000,224,3973

48,92,48,432,2000,216,3906

44,88,88,652,1852,172,3786

48,96,96,396,1856,308,3910

48,88,88,388,1588,300,3973

88,88,88,740,2000,172,3760

84,84,84,644,1800,212,3780

48,88,88,300,1812,392,4019

48,88,88,432,2000,256,3929

44,88,88,1136,1668,132,3605

52,92,92,912,1936,180,3687

88,88,88,1004,1932,172,3711

84,84,304,2000,736,136,3214

128,88,380,1888,684,172,2958

128,128,84,780,2000,168,3562

132,172,48,868,2000,172,3474

300,300,176,256,300,300,5000

540,496,368,412,204,496,2000

788,656,488,612,612,656,2238

1040,900,684,856,856,808,2255

1364,1188,892,1144,1144,1060,2266

1724,1504,1136,1504,1464,1340,2397

2000,1756,1344,1756,1712,1588,2498

2000,1868,1452,1912,1868,1740,2500

2000,1996,1540,2000,1996,1904,2500

2000,2000,1620,2000,2000,1984,2500

2000,2000,1612,2000,2000,1940,2500

2000,2000,1620,2000,2000,1904,2500

2000,2000,1652,2000,2000,1984,2500

2000,2000,1660,2000,2000,1984,2500

2000,2000,1652,2000,2000,1984,2500

2000,2000,1660,2000,2000,1984,2500

2000,2000,1660,2000,2000,1984,2500

2000,2000,1660,2000,2000,1988,2500

2000,2000,1616,2000,2000,1944,2500

2000,1996,1572,1996,1996,1856,2500

2000,1908,1500,1952,1868,1824,2500

2000,1820,1456,1864,1820,1780,2500

1920,1748,1380,1832,1788,1704,2500

1796,1660,1336,1752,1704,1620,2500

1592,1508,1184,1640,1592,1508,2475

1300,1260,1016,1472,1472,1300,2450

928,972,888,1332,1244,1012,2509

652,732,820,1264,1000,732,2479

528,572,744,1240,700,528,2487

364,404,668,1244,580,404,2517

212,256,596,1532,380,212,2550

88,88,740,1228,172,128,2579

48,176,1276,824,132,132,2313

56,136,1004,1100,136,136,2411

84,132,604,1892,260,176,2712

48,88,740,872,132,132,2583

88,128,696,1676,220,128,2563

88,88,212,1980,772,128,3152

88,88,172,1452,956,132,3288

84,84,600,1756,256,128,2810

88,88,692,2000,300,128,2646

44,88,128,1308,1308,128,3310

44,88,88,1308,1576,128,3606

52,96,388,1892,604,136,3032

88,88,424,2000,468,128,2873

88,88,136,1272,1272,136,3444

48,88,88,1180,1268,132,3659

84,84,304,1636,348,128,3071

88,88,388,1672,256,132,2809

48,88,88,1008,1408,132,3380

44,88,88,956,1268,128,3628

8,48,216,1464,344,132,3070

4,4,344,2000,260,88,2809

8,8,8,1192,1324,60,3583

48,48,8,872,1456,92,3627

8,48,92,1408,832,92,3409

8,8,176,1508,572,136,3129

8,48,48,960,1272,132,3610

4,56,56,748,1416,140,3772

56,8,100,1428,580,144,3347

48,48,132,1768,560,132,3166

44,44,44,696,1412,172,3730

44,44,44,560,1408,172,3824

52,52,96,1640,792,140,3386

48,48,128,1748,1220,172,3365

48,48,48,604,2000,1996,4183

60,60,60,652,2000,2000,4295

56,56,56,612,2000,2000,4294

56,100,56,528,2000,2000,4312

56,96,56,480,1880,1792,4329

88,88,88,692,2000,348,3911

88,88,88,384,2000,992,4117

84,128,84,304,2000,1044,4331

88,88,88,560,2000,300,3894

88,88,88,256,1852,564,4079

48,88,88,216,1580,732,4241

48,88,88,568,1856,172,3821

48,96,48,396,2000,224,3885

48,88,48,172,1580,828,4267

44,88,44,220,1724,392,4111

48,88,48,172,1768,520,4133

44,88,44,132,1180,1092,4433

56,96,56,140,1640,440,4239

56,100,56,100,1108,796,4326

60,104,60,148,1428,492,4274

56,96,56,484,1464,180,3881

52,92,52,436,1592,180,3824

96,96,52,136,1192,876,4303

88,88,44,128,1496,912,4411

84,84,84,556,1892,256,3890

168,168,128,600,1756,384,3476

168,168,128,212,908,2000,4079

48,92,48,132,916,2000,4611

44,88,88,256,1940,472,4137

88,88,88,216,1500,740,4173

56,96,56,140,960,2000,4599

48,92,48,132,1140,1716,4545

44,88,44,348,2000,264,4020

48,88,88,344,1900,260,3931

88,88,48,88,1092,2000,4507

88,88,48,132,1052,1892,4403

88,128,48,128,1624,1092,4429

88,128,44,600,1940,212,3866

88,128,48,524,2000,216,3786

144,144,100,60,712,316,3978

100,144,100,100,56,56,5000

100,144,100,8,56,100,5000

140,184,140,8,56,184,5000

264,264,220,56,220,308,5000

380,336,168,88,336,424,2214

424,372,292,48,372,468,2301

460,416,292,376,416,460,2344

540,452,324,452,452,540,2325

616,528,364,528,528,572,2325

664,576,404,576,576,620,2339

744,656,452,616,656,656,2321

824,736,484,736,736,692,2306

904,816,568,816,816,772,2318

1032,988,648,936,936,852,2334

1156,1068,692,1068,1068,976,2326

1232,1188,812,1188,1188,1064,2337

1360,1316,892,1316,1316,1148,2342

1432,1388,928,1388,1388,1224,2371

1468,1428,920,1468,1468,1260,2403

1520,1476,888,1564,1520,1304,2422

1600,1556,764,1600,1556,1348,2441

1600,1560,852,1644,1644,1392,2444

