Sensor1,Sensor2,Sensor3,Sensor4,Sensor5,Sensor6,WeightedAverage,Time
0,0,0,0,75,1000,4930,9856

0,0,0,0,75,1000,4930,9959

0,0,0,0,75,1000,4930,10062

0,0,0,0,75,1000,4930,10165

0,0,0,0,75,1000,4930,10268

0,0,0,0,75,1000,4930,10371

0,0,0,0,75,1000,4930,10474

0,0,0,0,75,1000,4930,10577

27,0,0,76,734,297,4199,10680

27,0,75,569,560,45,3402,10783

27,0,260,1000,68,45,2855,10886

0,0,176,1000,68,0,2913,10990

0,0,75,830,318,45,3198,11094

27,0,75,153,1000,108,3854,11197

0,0,0,0,318,1000,4758,11301

0,0,0,0,75,1000,4930,11404

0,0,0,0,75,1000,4930,11507

0,0,0,0,75,1000,4930,11610

0,0,0,0,75,1000,4930,11713

0,0,0,0,75,1000,4930,11816

0,0,0,0,75,1000,4930,11920

0,0,0,0,75,1000,4930,12023

0,0,0,0,75,1000,4930,12126

0,0,0,0,75,1000,4930,12229

0,0,0,0,75,1000,4930,12332

0,0,0,0,159,1000,4862,12435

0,0,0,0,484,485,4500,12538

0,0,0,76,1000,51,3977,12641

0,0,75,153,1000,45,3753,12744

27,0,75,69,1000,108,3911,12847

27,0,75,69,560,354,4127,12951

27,0,0,69,401,548,4470,13054

27,0,75,69,643,291,4066,13158

27,0,0,76,818,171,4089,13261

27,0,0,76,1000,108,4027,13364

1000,1000,1000,1000,1000,1000,2500,13467

1000,1000,1000,1000,1000,1000,2500,13571

1000,1000,1000,1000,1000,1000,2500,13675

1000,1000,1000,1000,1000,1000,2500,13779

1000,1000,1000,1000,1000,1000,2500,13884

1000,1000,1000,1000,1000,1000,2500,13988

1000,1000,1000,1000,1000,1000,2500,14092

1000,1000,1000,1000,1000,1000,2500,14196

362,838,1000,1000,825,805,2725,14300

1000,1000,1000,1000,1000,1000,2500,14404

1000,1000,1000,1000,1000,1000,2500,14508

1000,1000,1000,1000,1000,1000,2500,14612

1000,1000,1000,1000,1000,1000,2500,14716

1000,1000,1000,1000,1000,1000,2500,14821

1000,1000,1000,1000,1000,1000,2500,14925

1000,1000,1000,1000,1000,1000,2500,15029

1000,1000,1000,1000,1000,1000,2500,15133

776,1000,1000,1000,1000,1000,2596,15237

674,1000,1000,1000,1000,1000,2643,15341

430,838,1000,1000,1000,725,2696,15446

94,146,521,984,219,160,2738,15550

128,307,966,630,219,217,2468,15654

27,76,1000,238,0,45,2123,15759

0,415,907,76,0,0,1757,15863

27,1000,260,0,0,0,1206,15966

67,1000,84,0,0,0,1014,16069

247,746,84,0,0,0,848,16172

664,330,84,0,0,0,461,16275

742,246,84,0,0,0,386,16378

854,169,0,0,0,0,165,16481

854,169,0,0,0,0,165,16584

854,169,0,0,0,0,165,16687

854,169,84,0,0,0,304,16790

854,169,0,0,0,0,165,16893

779,253,0,0,0,0,245,16997

630,253,0,0,0,0,286,17100

27,1000,168,0,0,45,1143,17203

30,923,352,0,0,0,1276,17306

27,1000,352,0,0,0,1260,17409

30,1000,260,0,0,0,1206,17512

30,923,445,0,0,0,1325,17615

30,753,537,0,0,0,1416,17718

30,669,621,76,0,0,1565,17821

27,492,714,76,0,0,1675,17924

27,246,1000,76,0,45,1871,18027

27,76,1000,323,0,45,2176,18131

27,0,529,992,68,45,2709,18236

27,0,168,1000,151,45,2987,18339

0,0,75,323,901,45,3635,18443

0,0,0,76,1000,108,4027,18546

0,0,0,0,568,422,4426,18649

0,0,0,0,568,360,4387,18752

0,0,0,69,901,108,4036,18855

27,0,75,153,1000,108,3854,18959

27,0,75,238,1000,45,3704,19063

27,0,75,238,984,45,3700,19167

27,0,75,238,1000,45,3704,19270

27,0,75,153,1000,108,3854,19374

0,0,0,76,734,297,4199,19478

0,0,0,0,318,874,4733,19581

0,0,0,0,159,1000,4862,19685

0,0,0,0,159,1000,4862,19788

0,0,0,0,159,1000,4862,19891

0,0,0,0,159,1000,4862,19994

0,0,0,0,159,1000,4862,20097

0,0,0,0,159,1000,4862,20200

0,0,0,0,159,1000,4862,20303

0,0,0,0,159,1000,4862,20406

0,0,0,0,159,1000,4862,20509

0,0,0,0,159,1000,4862,20612

0,0,0,0,159,1000,4862,20715

0,0,0,0,159,1000,4862,20818

0,0,0,0,159,1000,4862,20922

0,0,0,0,159,1000,4862,21025

0,0,0,0,159,1000,4862,21128

0,0,0,0,159,1000,4862,21231

0,0,0,0,159,1000,4862,21334

0,0,0,0,159,1000,4862,21437

0,0,0,0,159,1000,4862,21540

0,0,0,0,159,1000,4862,21643

0,0,0,0,159,1000,4862,21746

0,0,0,0,159,1000,4862,21849

0,0,0,0,159,1000,4862,21952
